Total words: 125257
word:  frequency: 468
word: accident frequency: 6
word: excess frequency: 2
word: rekindled frequency: 1
word: alighted frequency: 1
word: omen frequency: 1
word: reader frequency: 3
word: rapidity frequency: 4
word: rationally frequency: 3
word: motion frequency: 1
word: comfortably frequency: 2
word: postilions frequency: 1
word: madam frequency: 21
word: dividing frequency: 1
word: caught frequency: 11
word: troublesome frequency: 1
word: additions frequency: 2
word: grain frequency: 1
word: attacks frequency: 3
word: unworthy frequency: 4
word: balm frequency: 1
word: pair frequency: 2
word: amends frequency: 5
word: 14 frequency: 1
word: seldom frequency: 9
word: discouraged frequency: 2
word: burst frequency: 3
word: fervently frequency: 1
word: parish frequency: 9
word: revolving frequency: 1
word: draw frequency: 6
word: elevation frequency: 1
word: malicious frequency: 2
word: endurable frequency: 1
word: town frequency: 64
word: sensibility frequency: 2
word: rendered frequency: 11
word: arrear frequency: 1
word: c frequency: 1
word: maintaining frequency: 2
word: severe frequency: 8
word: unknown frequency: 8
word: appear frequency: 31
word: james frequency: 6
word: selfconquest frequency: 1
word: coincidence frequency: 1
word: ensuing frequency: 1
word: voice frequency: 22
word: loves frequency: 2
word: ascertaining frequency: 1
word: modification frequency: 1
word: dwelt frequency: 5
word: she frequency: 1711
word: visited frequency: 4
word: hereabouts frequency: 2
word: mr frequency: 786
word: mediocrity frequency: 1
word: attentively frequency: 3
word: wilful frequency: 3
word: talking frequency: 39
word: parcels frequency: 2
word: hour frequency: 25
word: eloped frequency: 1
word: yield frequency: 4
word: embarrassed frequency: 7
word: altogether frequency: 8
word: payments frequency: 3
word: much frequency: 329
word: unallied frequency: 1
word: because frequency: 63
word: questioned frequency: 3
word: asis frequency: 1
word: errand frequency: 1
word: solid frequency: 1
word: attribute frequency: 4
word: merited frequency: 2
word: fault frequency: 7
word: default frequency: 1
word: outstrip frequency: 1
word: ourselves frequency: 8
word: insignificance frequency: 3
word: violent frequency: 10
word: narrative frequency: 1
word: coat frequency: 4
word: longed frequency: 9
word: dignity frequency: 5
word: fordyce frequency: 1
word: oneandtwenty frequency: 1
word: pemberley frequency: 53
word: superintendence frequency: 1
word: quit frequency: 10
word: federal frequency: 2
word: perpetually frequency: 3
word: panegyric frequency: 2
word: incurred frequency: 1
word: willfully frequency: 1
word: afresh frequency: 1
word: dressingroom frequency: 5
word: assents frequency: 1
word: jumped frequency: 1
word: gaped frequency: 1
word: november frequency: 5
word: importing frequency: 1
word: oclock frequency: 5
word: doubtingly frequency: 1
word: payment frequency: 1
word: nobody frequency: 17
word: remorse frequency: 1
word: forwards frequency: 1
word: dance frequency: 32
word: confirm frequency: 1
word: contents frequency: 9
word: fancied frequency: 7
word: coming frequency: 61
word: aunts frequency: 1
word: enumerating frequency: 5
word: discharged frequency: 3
word: fruit frequency: 1
word: thankful frequency: 8
word: arranging frequency: 2
word: utter frequency: 6
word: imposing frequency: 1
word: misunderstood frequency: 4
word: guess frequency: 5
word: expressly frequency: 1
word: wide frequency: 4
word: they frequency: 604
word: holder frequency: 4
word: south frequency: 1
word: range frequency: 2
word: officiousness frequency: 1
word: upbraiding frequency: 1
word: trade frequency: 4
word: valued frequency: 5
word: flew frequency: 2
word: settle frequency: 7
word: fare frequency: 2
word: oakham frequency: 1
word: gives frequency: 9
word: superior frequency: 18
word: recovering frequency: 5
word: intelligence frequency: 19
word: picturegallery frequency: 1
word: flattered frequency: 7
word: heard frequency: 86
word: lace frequency: 1
word: neglecting frequency: 2
word: dependence frequency: 7
word: evenness frequency: 2
word: punish frequency: 3
word: omitted frequency: 1
word: warded frequency: 1
word: de frequency: 39
word: kiss frequency: 1
word: one frequency: 274
word: begs frequency: 1
word: her frequency: 2225
word: dinners frequency: 2
word: essence frequency: 1
word: feels frequency: 4
word: lofty frequency: 1
word: education frequency: 11
word: duty frequency: 15
word: addressed frequency: 17
word: overcome frequency: 10
word: fortitude frequency: 1
word: tranquillity frequency: 5
word: anybody frequency: 25
word: colour frequency: 12
word: drove frequency: 11
word: ungracious frequency: 3
word: selfcommand frequency: 1
word: elizabeth frequency: 635
word: income frequency: 11
word: meditated frequency: 2
word: foresee frequency: 1
word: slight frequency: 18
word: subsequent frequency: 1
word: suspecting frequency: 2
word: dismissed frequency: 3
word: anger frequency: 13
word: cover frequency: 1
word: stupidity frequency: 4
word: importance frequency: 23
word: you frequency: 1426
word: round frequency: 17
word: courage frequency: 12
word: demands frequency: 1
word: unequally frequency: 1
word: archly frequency: 2
word: withheld frequency: 4
word: winding frequency: 1
word: presented frequency: 2
word: net frequency: 1
word: deemed frequency: 1
word: uncompanionable frequency: 1
word: indicated frequency: 1
word: prefer frequency: 6
word: feather frequency: 1
word: punctually frequency: 3
word: foundation frequency: 29
word: enjoy frequency: 8
word: incessant frequency: 1
word: gratefully frequency: 4
word: uncommonly frequency: 9
word: impassable frequency: 1
word: mend frequency: 5
word: various frequency: 10
word: probabilities frequency: 1
word: great frequency: 141
word: still frequency: 72
word: coincided frequency: 1
word: sweetesttempered frequency: 1
word: utmost frequency: 10
word: wrong frequency: 15
word: presently frequency: 2
word: labour frequency: 1
word: closure frequency: 1
word: regret frequency: 19
word: redistributing frequency: 2
word: streets frequency: 1
word: lease frequency: 1
word: tractable frequency: 1
word: health frequency: 18
word: watchfulness frequency: 2
word: suddenness frequency: 1
word: reserves frequency: 3
word: speech frequency: 12
word: uncivil frequency: 5
word: deserved frequency: 6
word: military frequency: 1
word: web frequency: 6
word: tricks frequency: 1
word: invited frequency: 11
word: indemnity frequency: 1
word: decent frequency: 3
word: stepped frequency: 1
word: tempered frequency: 1
word: grace frequency: 1
word: very frequency: 488
word: despite frequency: 1
word: nonproprietary frequency: 1
word: novels frequency: 1
word: intermediate frequency: 1
word: occasional frequency: 6
word: ear frequency: 1
word: unnatural frequency: 2
word: selfconceit frequency: 1
word: gratification frequency: 1
word: everything frequency: 44
word: hasten frequency: 1
word: doubtless frequency: 2
word: rewarded frequency: 3
word: prone frequency: 2
word: unfavourably frequency: 1
word: folios frequency: 1
word: finish frequency: 4
word: determination frequency: 3
word: goodtempered frequency: 1
word: perforce frequency: 1
word: plantation frequency: 1
word: err frequency: 3
word: survey frequency: 1
word: sight frequency: 17
word: overflows frequency: 1
word: denominated frequency: 1
word: proportions frequency: 1
word: distressed frequency: 13
word: september frequency: 1
word: iniquitous frequency: 1
word: singing frequency: 3
word: earlier frequency: 3
word: thwarted frequency: 1
word: foresaw frequency: 1
word: querulous frequency: 1
word: remove frequency: 3
word: slightly frequency: 4
word: maid frequency: 3
word: imposed frequency: 4
word: regained frequency: 1
word: be frequency: 1260
word: creditors frequency: 2
word: gentlest frequency: 1
word: revived frequency: 3
word: devoid frequency: 1
word: ceased frequency: 6
word: illustrious frequency: 1
word: wretchedness frequency: 2
word: driven frequency: 5
word: dread frequency: 4
word: generously frequency: 1
word: ridiculing frequency: 1
word: single frequency: 12
word: eight frequency: 9
word: attractions frequency: 4
word: comprised frequency: 2
word: pitied frequency: 3
word: allusions frequency: 2
word: duchess frequency: 1
word: shut frequency: 5
word: 1342txt frequency: 1
word: score frequency: 4
word: consideration frequency: 14
word: runs frequency: 1
word: north frequency: 7
word: trimming frequency: 1
word: wasting frequency: 1
word: pleases frequency: 2
word: aunt frequency: 84
word: interfere frequency: 1
word: oblige frequency: 6
word: dangerous frequency: 1
word: listener frequency: 3
word: match frequency: 24
word: covies frequency: 1
word: or frequency: 375
word: gaieties frequency: 2
word: eyeing frequency: 1
word: gates frequency: 2
word: cases frequency: 6
word: diversion frequency: 3
word: careful frequency: 4
word: performer frequency: 2
word: distressing frequency: 6
word: unreasonable frequency: 7
word: earnestness frequency: 2
word: challenge frequency: 1
word: processing frequency: 1
word: bestow frequency: 7
word: windings frequency: 1
word: families frequency: 7
word: marrying frequency: 23
word: entreaty frequency: 7
word: emotions frequency: 1
word: discourse frequency: 7
word: 54 frequency: 1
word: twentyseven frequency: 2
word: conjecture frequency: 7
word: proper frequency: 20
word: transcribe frequency: 1
word: custom frequency: 2
word: gaming frequency: 1
word: resist frequency: 4
word: promote frequency: 4
word: prefaced frequency: 1
word: detail frequency: 1
word: and frequency: 3647
word: mansion frequency: 2
word: sanction frequency: 1
word: precisely frequency: 1
word: revolt frequency: 1
word: handsomer frequency: 3
word: sign frequency: 2
word: faithfully frequency: 1
word: meant frequency: 28
word: threeandtwenty frequency: 3
word: windows frequency: 6
word: whither frequency: 2
word: justice frequency: 15
word: harm frequency: 4
word: untinctured frequency: 1
word: sake frequency: 23
word: lifted frequency: 2
word: listen frequency: 12
word: signify frequency: 3
word: talent frequency: 2
word: invectives frequency: 1
word: httppglaforg frequency: 2
word: see frequency: 152
word: pleasure frequency: 92
word: out frequency: 136
word: satisfy frequency: 11
word: existing frequency: 2
word: haye frequency: 1
word: papers frequency: 1
word: frequent frequency: 13
word: intimidate frequency: 1
word: declare frequency: 8
word: body frequency: 2
word: popularity frequency: 1
word: calculation frequency: 1
word: missish frequency: 1
word: letters frequency: 16
word: wonders frequency: 3
word: hastening frequency: 2
word: anxiously frequency: 2
word: impunity frequency: 1
word: haste frequency: 9
word: struggling frequency: 1
word: superintended frequency: 1
word: subject frequency: 85
word: flying frequency: 2
word: dishonorable frequency: 1
word: convince frequency: 4
word: illnatured frequency: 5
word: reynolds frequency: 10
word: concurrence frequency: 2
word: low frequency: 8
word: seeking frequency: 7
word: succeeds frequency: 1
word: dejection frequency: 3
word: courteous frequency: 1
word: since frequency: 59
word: minutes frequency: 37
word: lives frequency: 4
word: pleaded frequency: 1
word: admires frequency: 2
word: resemblance frequency: 7
word: hunsford frequency: 25
word: straws frequency: 1
word: readable frequency: 2
word: from frequency: 508
word: strongest frequency: 1
word: appearance frequency: 33
word: selves frequency: 1
word: petticoat frequency: 3
word: dispirited frequency: 1
word: grantley frequency: 1
word: abusive frequency: 2
word: ashworth frequency: 1
word: consult frequency: 3
word: affinity frequency: 2
word: gone frequency: 62
word: sharers frequency: 1
word: liveliness frequency: 4
word: young frequency: 130
word: estimation frequency: 5
word: proving frequency: 1
word: behave frequency: 2
word: defer frequency: 3
word: unqualified frequency: 1
word: masterly frequency: 1
word: station frequency: 2
word: seized frequency: 2
word: wound frequency: 2
word: quarrel frequency: 5
word: reconcile frequency: 1
word: daily frequency: 3
word: felt frequency: 100
word: denied frequency: 3
word: invention frequency: 1
word: forming frequency: 4
word: suppose frequency: 48
word: cows frequency: 1
word: overbearing frequency: 1
word: disengaged frequency: 2
word: last frequency: 119
word: reprehensible frequency: 3
word: retains frequency: 1
word: intervene frequency: 1
word: perceiving frequency: 4
word: befall frequency: 2
word: far frequency: 58
word: tonight frequency: 1
word: fretfulness frequency: 2
word: unhappily frequency: 3
word: portion frequency: 3
word: distributed frequency: 4
word: sedate frequency: 1
word: verses frequency: 1
word: savours frequency: 1
word: recommendation frequency: 4
word: satisfaction frequency: 27
word: ensigncy frequency: 1
word: fellow frequency: 6
word: httpwwwgutenbergorg1341342 frequency: 1
word: remembering frequency: 2
word: distinguished frequency: 6
word: topic frequency: 1
word: pledged frequency: 2
word: players frequency: 2
word: propriety frequency: 8
word: catching frequency: 1
word: forego frequency: 1
word: dreadful frequency: 11
word: agreement frequency: 21
word: illiterate frequency: 1
word: hired frequency: 1
word: unjustifiable frequency: 2
word: gig frequency: 1
word: jestingly frequency: 1
word: 84116 frequency: 1
word: cared frequency: 7
word: forgot frequency: 5
word: sharpened frequency: 2
word: awful frequency: 2
word: distress frequency: 16
word: eyes frequency: 52
word: mortified frequency: 5
word: idle frequency: 8
word: warned frequency: 1
word: disclaimers frequency: 1
word: giddiness frequency: 1
word: understand frequency: 31
word: strangely frequency: 1
word: godson frequency: 2
word: taking frequency: 18
word: prevail frequency: 2
word: bitterly frequency: 2
word: fix frequency: 4
word: reception frequency: 9
word: questions frequency: 16
word: dishonesty frequency: 1
word: swelled frequency: 1
word: birds frequency: 2
word: additional frequency: 6
word: despise frequency: 3
word: apprehending frequency: 1
word: silence frequency: 34
word: in frequency: 1923
word: applies frequency: 1
word: prided frequency: 1
word: jealousy frequency: 4
word: over frequency: 89
word: overscrupulous frequency: 1
word: die frequency: 4
word: equipment frequency: 3
word: parading frequency: 1
word: steward frequency: 5
word: danced frequency: 12
word: gratify frequency: 2
word: unpretending frequency: 1
word: countries frequency: 1
word: communication frequency: 11
word: p frequency: 1
word: uncertainty frequency: 1
word: concealed frequency: 7
word: child frequency: 14
word: recede frequency: 1
word: opportunity frequency: 30
word: 19 frequency: 1
word: damage frequency: 2
word: lucky frequency: 6
word: sensible frequency: 32
word: affect frequency: 4
word: tone frequency: 16
word: easter frequency: 2
word: pinmoney frequency: 1
word: specified frequency: 2
word: pausing frequency: 2
word: arrested frequency: 2
word: bills frequency: 1
word: efficacy frequency: 1
word: grouped frequency: 1
word: attics frequency: 1
word: propensities frequency: 1
word: fortune frequency: 39
word: liberties frequency: 1
word: clever frequency: 7
word: toilette frequency: 2
word: matters frequency: 8
word: illustration frequency: 1
word: derived frequency: 2
word: same frequency: 70
word: follow frequency: 12
word: resource frequency: 1
word: repress frequency: 1
word: apologise frequency: 5
word: reuse frequency: 1
word: further frequency: 22
word: complied frequency: 4
word: man frequency: 150
word: crammed frequency: 1
word: vestibule frequency: 5
word: owes frequency: 2
word: break frequency: 2
word: ignorant frequency: 16
word: perfectly frequency: 47
word: accessible frequency: 1
word: well frequency: 214
word: abundant frequency: 1
word: fashion frequency: 7
word: grief frequency: 2
word: believed frequency: 37
word: barnet frequency: 2
word: hill frequency: 10
word: monday frequency: 9
word: removal frequency: 7
word: acceding frequency: 1
word: conclude frequency: 5
word: instrument frequency: 11
word: beheld frequency: 2
word: completely frequency: 7
word: gratitude frequency: 24
word: moving frequency: 5
word: exclamations frequency: 3
word: pool frequency: 1
word: committed frequency: 1
word: mercenary frequency: 5
word: aroused frequency: 1
word: injury frequency: 1
word: donations frequency: 15
word: ruining frequency: 1
word: references frequency: 2
word: dresses frequency: 1
word: purchases frequency: 2
word: charged frequency: 1
word: cake frequency: 1
word: exposure frequency: 1
word: your frequency: 465
word: glove frequency: 1
word: deficient frequency: 5
word: accomplishment frequency: 3
word: laying frequency: 2
word: liberal frequency: 4
word: founded frequency: 2
word: advice frequency: 16
word: portrait frequency: 1
word: union frequency: 4
word: sum frequency: 5
word: dupe frequency: 1
word: longing frequency: 2
word: encounter frequency: 3
word: boasted frequency: 2
word: interval frequency: 4
word: electronic frequency: 27
word: escape frequency: 10
word: detain frequency: 2
word: mislead frequency: 1
word: pools frequency: 1
word: captivated frequency: 1
word: inattentive frequency: 2
word: work frequency: 65
word: violently frequency: 6
word: executed frequency: 1
word: synonymous frequency: 1
word: convert frequency: 2
word: 1e7 frequency: 3
word: 55 frequency: 1
word: unconnected frequency: 4
word: bid frequency: 1
word: children frequency: 25
word: perturbation frequency: 2
word: trace frequency: 4
word: rich frequency: 12
word: wondering frequency: 2
word: impatient frequency: 8
word: taciturn frequency: 1
word: ensure frequency: 2
word: misleads frequency: 1
word: bewitching frequency: 1
word: duties frequency: 2
word: bright frequency: 1
word: eagerness frequency: 8
word: asserted frequency: 1
word: disdain frequency: 6
word: wisdom frequency: 1
word: hysterics frequency: 1
word: agree frequency: 15
word: parts frequency: 5
word: lessen frequency: 4
word: share frequency: 15
word: new frequency: 26
word: mix frequency: 1
word: containing frequency: 3
word: whilst frequency: 4
word: gulf frequency: 1
word: corrupt frequency: 1
word: incomplete frequency: 1
word: cogent frequency: 1
word: appears frequency: 4
word: places frequency: 5
word: hypocritical frequency: 2
word: silently frequency: 3
word: hunting frequency: 1
word: mixed frequency: 2
word: pollution frequency: 1
word: conveyed frequency: 2
word: angelic frequency: 1
word: disagreement frequency: 1
word: softness frequency: 1
word: between frequency: 63
word: concluding frequency: 1
word: commonest frequency: 1
word: vexing frequency: 1
word: space frequency: 2
word: clergy frequency: 1
word: competition frequency: 3
word: mentioned frequency: 28
word: board frequency: 1
word: disclaimed frequency: 1
word: arise frequency: 8
word: vicious frequency: 1
word: jealous frequency: 3
word: abide frequency: 2
word: rooms frequency: 8
word: exhibition frequency: 2
word: methods frequency: 1
word: persisting frequency: 1
word: fresher frequency: 1
word: ornaments frequency: 2
word: county frequency: 6
word: varying frequency: 2
word: waiting frequency: 9
word: relate frequency: 11
word: elect frequency: 1
word: musical frequency: 1
word: envelope frequency: 3
word: haughty frequency: 3
word: donate frequency: 3
word: indistinctly frequency: 1
word: dressed frequency: 6
word: hands frequency: 7
word: jewels frequency: 1
word: thorough frequency: 2
word: shortness frequency: 1
word: intimation frequency: 1
word: 1342zip frequency: 1
word: gravely frequency: 4
word: secrets frequency: 1
word: recognizing frequency: 1
word: wits frequency: 1
word: distraction frequency: 1
word: faintly frequency: 1
word: pleasantly frequency: 4
word: trout frequency: 1
word: by frequency: 656
word: meditating frequency: 3
word: comprehension frequency: 1
word: looked frequency: 74
word: awoke frequency: 1
word: makes frequency: 8
word: faint frequency: 1
word: obey frequency: 1
word: mistake frequency: 8
word: unwilling frequency: 10
word: preferred frequency: 3
word: entertainment frequency: 6
word: characteristic frequency: 2
word: barefaced frequency: 1
word: horsewoman frequency: 1
word: lewis frequency: 3
word: many frequency: 121
word: august frequency: 1
word: ought frequency: 45
word: widely frequency: 4
word: disappointing frequency: 3
word: latest frequency: 1
word: advising frequency: 1
word: rapid frequency: 3
word: improvement frequency: 9
word: serving frequency: 1
word: remind frequency: 3
word: friendlier frequency: 1
word: syllables frequency: 1
word: growing frequency: 3
word: these frequency: 72
word: enemy frequency: 1
word: earl frequency: 2
word: sweettempered frequency: 1
word: significant frequency: 3
word: reporting frequency: 1
word: blacken frequency: 1
word: tide frequency: 2
word: heinous frequency: 1
word: cousin frequency: 49
word: answer frequency: 65
word: acquiescence frequency: 2
word: hated frequency: 4
word: song frequency: 5
word: flattering frequency: 4
word: qualified frequency: 3
word: reproached frequency: 2
word: stretched frequency: 1
word: bare frequency: 1
word: sallied frequency: 1
word: worth frequency: 15
word: shock frequency: 2
word: desperate frequency: 3
word: prepare frequency: 8
word: dictatorial frequency: 1
word: cutting frequency: 1
word: insensible frequency: 4
word: vigour frequency: 1
word: celebrated frequency: 2
word: presided frequency: 1
word: legacy frequency: 1
word: censure frequency: 5
word: ignorance frequency: 7
word: consistent frequency: 3
word: boulanger frequency: 1
word: livings frequency: 1
word: unprotected frequency: 1
word: worthy frequency: 3
word: unfelt frequency: 2
word: hardly frequency: 46
word: smallest frequency: 11
word: 99712 frequency: 1
word: fifth frequency: 1
word: costing frequency: 1
word: invitations frequency: 1
word: discerning frequency: 1
word: musicbooks frequency: 1
word: unwillingness frequency: 3
word: condescendingly frequency: 1
word: modern frequency: 2
word: revenging frequency: 1
word: unprincipled frequency: 1
word: vouch frequency: 3
word: mortifies frequency: 1
word: suddenly frequency: 16
word: productive frequency: 1
word: proceed frequency: 5
word: covering frequency: 2
word: philips frequency: 1
word: 15 frequency: 1
word: flirt frequency: 4
word: upbraided frequency: 1
word: scotch frequency: 2
word: idleness frequency: 2
word: took frequency: 53
word: induce frequency: 3
word: was frequency: 1847
word: choosing frequency: 1
word: somewhere frequency: 4
word: blushed frequency: 7
word: propitious frequency: 1
word: horse frequency: 3
word: unavailing frequency: 2
word: indulgent frequency: 1
word: predominate frequency: 1
word: despaired frequency: 3
word: angrily frequency: 1
word: wellwisher frequency: 1
word: a frequency: 2004
word: involve frequency: 2
word: resume frequency: 1
word: bounty frequency: 1
word: parasol frequency: 2
word: violates frequency: 1
word: patron frequency: 3
word: secretly frequency: 3
word: license frequency: 14
word: aloud frequency: 11
word: treat frequency: 5
word: satisfied frequency: 34
word: motives frequency: 7
word: admit frequency: 6
word: tuesday frequency: 12
word: guided frequency: 2
word: gradually frequency: 6
word: dispose frequency: 1
word: alleviate frequency: 1
word: us frequency: 127
word: themselves frequency: 34
word: pointedly frequency: 1
word: explicitly frequency: 1
word: pretense frequency: 1
word: relished frequency: 1
word: undo frequency: 2
word: william frequency: 46
word: incivility frequency: 3
word: unite frequency: 2
word: principal frequency: 15
word: conditionally frequency: 2
word: opposition frequency: 3
word: liberally frequency: 2
word: occurred frequency: 14
word: italian frequency: 1
word: ran frequency: 13
word: cold frequency: 18
word: lie frequency: 1
word: captain frequency: 4
word: imputed frequency: 4
word: halfexpectation frequency: 1
word: respectful frequency: 1
word: exactly frequency: 30
word: grateful frequency: 13
word: moved frequency: 9
word: brains frequency: 1
word: answers frequency: 1
word: welcome frequency: 12
word: rang frequency: 1
word: begged frequency: 8
word: regulars frequency: 2
word: unfeeling frequency: 3
word: stir frequency: 1
word: countenance frequency: 30
word: obligation frequency: 6
word: pleasant frequency: 21
word: exigence frequency: 1
word: ridiculous frequency: 4
word: company frequency: 22
word: wink frequency: 2
word: apparel frequency: 1
word: benevolent frequency: 1
word: justified frequency: 5
word: blamelessness frequency: 1
word: encouraged frequency: 8
word: easy frequency: 25
word: composed frequency: 3
word: objected frequency: 1
word: agony frequency: 1
word: brown frequency: 1
word: hearth frequency: 1
word: possibilities frequency: 1
word: clearsighted frequency: 1
word: griefs frequency: 1
word: pursuing frequency: 3
word: farm frequency: 2
word: becomes frequency: 4
word: succeed frequency: 3
word: win frequency: 1
word: disappointments frequency: 1
word: two frequency: 135
word: longexpected frequency: 1
word: treatment frequency: 5
word: certainly frequency: 72
word: nods frequency: 1
word: physicians frequency: 1
word: earnest frequency: 15
word: plainer frequency: 1
word: metcalf frequency: 1
word: three frequency: 58
word: forbade frequency: 1
word: mistrust frequency: 1
word: benefiting frequency: 1
word: tear frequency: 2
word: inevitably frequency: 1
word: politeness frequency: 17
word: independent frequency: 2
word: less frequency: 77
word: 18 frequency: 1
word: inquire frequency: 10
word: lustre frequency: 1
word: abroad frequency: 4
word: future frequency: 18
word: gouldings frequency: 2
word: waste frequency: 1
word: praise frequency: 22
word: temptations frequency: 2
word: pack frequency: 2
word: embargo frequency: 1
word: maintained frequency: 2
word: tastes frequency: 1
word: who frequency: 287
word: treasure frequency: 2
word: fidget frequency: 1
word: uttered frequency: 5
word: identification frequency: 1
word: cheerfully frequency: 2
word: outlived frequency: 1
word: openly frequency: 8
word: fashionable frequency: 1
word: sufficient frequency: 4
word: neighbours frequency: 11
word: however frequency: 135
word: although frequency: 1
word: leading frequency: 5
word: absence frequency: 27
word: intelligible frequency: 4
word: natural frequency: 22
word: cherish frequency: 1
word: guarded frequency: 9
word: horses frequency: 8
word: unworthily frequency: 1
word: extorted frequency: 1
word: alarms frequency: 1
word: contemplation frequency: 4
word: restrained frequency: 1
word: highest frequency: 9
word: move frequency: 3
word: comprehended frequency: 3
word: danger frequency: 19
word: atonement frequency: 2
word: 23 frequency: 1
word: reasoning frequency: 1
word: paddock frequency: 3
word: reestablish frequency: 1
word: struggled frequency: 2
word: inquired frequency: 8
word: opened frequency: 16
word: clue frequency: 1
word: succession frequency: 1
word: pursuit frequency: 6
word: notice frequency: 24
word: discern frequency: 2
word: detection frequency: 2
word: formerly frequency: 7
word: infinite frequency: 2
word: more frequency: 327
word: pglaf frequency: 1
word: overhearings frequency: 1
word: dissemble frequency: 1
word: simpleton frequency: 4
word: darting frequency: 1
word: billiardtable frequency: 1
word: ceremony frequency: 5
word: severest frequency: 1
word: volunteer frequency: 1
word: gaze frequency: 1
word: flirting frequency: 2
word: tenderly frequency: 2
word: fourth frequency: 2
word: spoken frequency: 16
word: compose frequency: 3
word: firmly frequency: 1
word: springs frequency: 1
word: partners frequency: 3
word: thirteen frequency: 1
word: assuring frequency: 4
word: repugnant frequency: 1
word: involving frequency: 2
word: expences frequency: 1
word: forster frequency: 39
word: curtsey frequency: 3
word: trademarkcopyright frequency: 1
word: actually frequency: 12
word: expectations frequency: 7
word: sole frequency: 4
word: remarked frequency: 1
word: glimpse frequency: 2
word: weep frequency: 1
word: falling frequency: 3
word: restrictions frequency: 1
word: faithful frequency: 3
word: card frequency: 3
word: limited frequency: 5
word: impossible frequency: 44
word: grave frequency: 9
word: willing frequency: 6
word: secured frequency: 4
word: profligate frequency: 1
word: lighted frequency: 1
word: availed frequency: 1
word: louder frequency: 1
word: style frequency: 10
word: deeper frequency: 3
word: lover frequency: 5
word: including frequency: 10
word: oaks frequency: 1
word: fearful frequency: 5
word: boundless frequency: 1
word: mankind frequency: 1
word: letterpaper frequency: 1
word: content frequency: 1
word: occupy frequency: 2
word: could frequency: 527
word: court frequency: 4
word: romantic frequency: 1
word: wellknown frequency: 1
word: retrospections frequency: 1
word: welcomed frequency: 7
word: tiresome frequency: 2
word: offering frequency: 3
word: pope frequency: 1
word: confederacy frequency: 1
word: filling frequency: 1
word: dishonourable frequency: 1
word: want frequency: 44
word: shake frequency: 2
word: selfimportance frequency: 4
word: tent frequency: 1
word: bennet frequency: 323
word: arminarm frequency: 1
word: duplicity frequency: 2
word: jane frequency: 293
word: useful frequency: 6
word: dazzling frequency: 1
word: dialogue frequency: 2
word: preference frequency: 10
word: preservation frequency: 2
word: frailty frequency: 1
word: otherwise frequency: 16
word: intervals frequency: 3
word: favourites frequency: 2
word: rapacity frequency: 1
word: peaches frequency: 1
word: willingness frequency: 3
word: yes frequency: 76
word: accents frequency: 2
word: yawning frequency: 1
word: cant frequency: 2
word: dismission frequency: 1
word: deliberately frequency: 2
word: pointing frequency: 5
word: illusage frequency: 2
word: find frequency: 58
word: fitzwilliam frequency: 37
word: group frequency: 3
word: pace frequency: 1
word: partner frequency: 17
word: venturing frequency: 1
word: selfdestined frequency: 1
word: warehouses frequency: 2
word: preside frequency: 1
word: wavered frequency: 1
word: return frequency: 52
word: reproaches frequency: 1
word: obstacles frequency: 2
word: gbnewbypglaforg frequency: 1
word: furnished frequency: 1
word: artful frequency: 1
word: innocent frequency: 2
word: excused frequency: 2
word: period frequency: 15
word: listened frequency: 21
word: enemies frequency: 1
word: consoling frequency: 3
word: cruelty frequency: 4
word: proposal frequency: 10
word: imperturbably frequency: 1
word: harboured frequency: 1
word: connection frequency: 20
word: redress frequency: 1
word: arrangement frequency: 8
word: woman frequency: 59
word: hurrying frequency: 3
word: poverty frequency: 2
word: expression frequency: 22
word: situation frequency: 38
word: synonymously frequency: 1
word: had frequency: 1177
word: ankle frequency: 1
word: affected frequency: 19
word: correspondent frequency: 2
word: dressing frequency: 4
word: delay frequency: 6
word: distribution frequency: 6
word: palliation frequency: 1
word: shewed frequency: 1
word: email frequency: 4
word: unbending frequency: 1
word: amazes frequency: 1
word: fiveandtwenty frequency: 2
word: restrain frequency: 2
word: wellbred frequency: 4
word: partridges frequency: 1
word: safely frequency: 3
word: generous frequency: 11
word: arising frequency: 5
word: dated frequency: 2
word: irremediable frequency: 1
word: unsuitable frequency: 2
word: refusals frequency: 1
word: long frequency: 115
word: tenants frequency: 2
word: perform frequency: 5
word: tolerably frequency: 14
word: pardon frequency: 16
word: presuming frequency: 2
word: rank frequency: 12
word: disguise frequency: 4
word: echo frequency: 1
word: shown frequency: 6
word: guilt frequency: 3
word: overcame frequency: 3
word: overcoming frequency: 1
word: put frequency: 31
word: preparations frequency: 2
word: comfortless frequency: 1
word: affront frequency: 4
word: engrossed frequency: 5
word: repeatedly frequency: 9
word: hardened frequency: 1
word: confirming frequency: 2
word: get frequency: 52
word: busily frequency: 3
word: somebody frequency: 7
word: entailing frequency: 1
word: indelicacy frequency: 2
word: scale frequency: 1
word: unkindness frequency: 1
word: sigh frequency: 2
word: frighten frequency: 1
word: events frequency: 5
word: halfwhisper frequency: 1
word: needless frequency: 3
word: healthy frequency: 1
word: enraged frequency: 1
word: retain frequency: 1
word: anguish frequency: 2
word: bordered frequency: 2
word: disclaim frequency: 2
word: lasted frequency: 3
word: disquiet frequency: 1
word: discovery frequency: 7
word: evil frequency: 14
word: regardless frequency: 2
word: described frequency: 6
word: unasked frequency: 1
word: behaves frequency: 2
word: facility frequency: 1
